race_course,race_no,date,horse_name,r1_l8,r2_l8,r3_l8,r4_l8,r5_l8,r1_l6,r2_l6,r3_l6,r4_l6,r5_l6,r1_l4,r2_l4,r3_l4,r4_l4,r5_l4,r1_l2,r2_l2,r3_l2,r4_l2,r5_l2
royal-randwick,3,2022-09-03,Miss Dior,-0.92,-1.4,-1.9,-0.18,-1.16,-0.91,-1.45,-1.24,0.15,-0.87,-0.72,-1.35,-0.24,0.21,-0.71,-0.41,-0.67,0.11,0.42,-0.18
royal-randwick,3,2022-09-03,Miss Jay Fox,-1.26,-1.56,0.07,1.08,-1.01,-1.34,-1.56,0.6,1.13,-1.24,-1.26,-1.31,0.93,1.13,-1.72,-0.58,-0.47,1.31,1.28,-0.69
royal-randwick,3,2022-09-03,Sneaky Paige,-1.25,-0.43,-1.18,-1.27,0.63,-0.68,-0.39,-0.86,-0.19,0.48,-0.22,-0.46,-0.75,-0.17,0.71,0.04,-0.04,-0.04,-0.1,0.6
royal-randwick,3,2022-09-03,Lady Banff,-0.79,-1.24,-2.39,0,-1.76,-0.99,-0.9,-1.82,0,-2.02,-0.73,-0.64,-1.21,0,-0.81,-0.05,0.09,-0.24,0,-0.94
royal-randwick,3,2022-09-03,Duchy Of Savoy,-4.07,-0.47,-1.01,-1.52,-1.8,-3.54,-0.29,-0.26,-0.95,-1.7,-2.55,-0.13,-0.25,-0.83,-0.91,-1.02,0.31,0.16,-0.22,-0.22
royal-randwick,3,2022-09-03,Ten Bells,2.71,-2.27,-1.37,0,-1.29,2.04,-2.33,-1.02,0,-1.17,0.66,-1.98,-1,0,-1.05,1.04,-0.89,-0.23,0,-0.44
royal-randwick,3,2022-09-03,Hoover Lucy,0,-2.14,-1.83,-0.94,-0.71,0,-1.86,-2.17,-0.7,-0.73,0,-1.53,-1.53,-0.58,-0.25,0,-0.58,-0.59,-0.63,0.3
royal-randwick,3,2022-09-03,Sifu,-1.12,-0.13,0,-1.61,-2.14,-1.08,-0.12,0,-1.38,-1.76,-0.95,0.02,0,-0.75,-1.03,-0.39,0.38,0,-0.29,-0.36
royal-randwick,2,2022-09-17,Zou De Moon,-2.47,-1.11,-1.2,0.42,-1.15,-2.22,-1.58,-1.36,1.03,-1.27,-1.46,-1,-1.42,1.3,-0.74,-0.54,-0.36,0.14,1.34,-0.28
royal-randwick,2,2022-09-17,Oakfield Arrow,-1.32,-2.4,-0.07,0,1.31,-1.05,-1.68,-0.29,0,1.16,-0.88,-1.07,-0.07,0,0.88,-0.32,-0.32,0.98,0,0.01
royal-randwick,2,2022-09-17,Dick Whittington,-0.19,0.04,-2.74,-1.35,-0.82,0.44,0.48,-2.32,-1.12,-0.4,0.83,1.18,-1.36,0.03,0.37,1.3,1.12,-0.55,0.42,0.54
royal-randwick,2,2022-09-17,Navajo Peak,-1.31,-1.45,-1.8,-2.1,0,-0.76,-1.22,-0.84,-2.03,-2.29,-0.37,-0.95,-0.98,-2.06,-1.99,0.34,-0.28,-0.57,-1.1,-0.82
royal-randwick,2,2022-09-17,Mahagoni,-3.14,-1.63,-0.48,-2.75,0,-2.81,-1.42,-0.2,-2.56,0,-2.92,-1.09,0.32,-1.77,0,-1.17,-0.22,0.99,-0.8,0
royal-randwick,2,2022-09-17,Diamond Diesel,-1.5,-0.32,-1.36,-1.66,0,-1.11,-0.63,-1.35,-1.49,0,-0.94,-0.69,-1.09,-1.03,0,-0.4,-0.11,-0.69,-0.56,0
royal-randwick,2,2022-09-17,Mccormack,-1.23,-0.67,0,-1.75,-2.07,-0.85,-0.09,0,-1.41,-1.86,-0.67,0.29,0,-1.27,-1.22,-0.3,0.54,0,-0.72,-0.27
royal-randwick,2,2022-09-17,Chilko Lake,-0.81,-2.24,0,-2.38,0,-0.44,-1.52,0,-1.75,0,-0.31,-0.99,0,-0.55,0,0.1,-0.64,0,-0.15,0
royal-randwick,2,2022-09-17,Onemore Sapphire,-2.82,0.04,0,-1.02,-2.24,-2.06,-0.49,0,-0.93,-1.89,-1.45,-0.22,0,0.35,-1.32,-0.82,-0.05,0,0.85,-0.51
royal-randwick,2,2022-09-17,Bella Violet,3.69,-0.89,-0.43,-2.36,-1.89,4.56,-1.29,-0.26,-2.19,-1.3,4.63,-1.27,-0.03,-1.48,-0.71,4.22,-0.4,0.4,-0.3,0.36
royal-randwick,2,2022-09-17,Loving Cilla,-2.66,-1.49,-2.69,0,-2.4,-2.11,-1.01,-1.9,0,-2.29,-1.74,-0.3,-0.81,0,-1.52,-1.1,0.04,-0.15,0,-0.56
royal-randwick,2,2022-09-17,Herb,-2.06,-2.05,-1.03,-1.47,0.28,-1.69,-2.05,-1.04,-2.28,-0.73,-1.62,-1.63,0,-2.07,-1.41,-1.08,-0.9,0.02,-1.14,-0.74
royal-randwick,2,2022-09-17,Sebring's Rose,-0.07,-2.01,-1.48,-0.44,0,0.1,-1.77,-1.43,-0.87,0,0.06,-0.85,-0.91,-1.08,0,0.14,-0.35,0.29,0.04,0
royal-randwick,2,2022-09-17,Pacific Warrior,0.77,-1.26,-2.28,-0.87,-0.27,0.94,-1.02,-1.67,-0.89,-0.84,0.94,-0.22,-1.29,-0.81,-0.45,1.02,0.12,-0.54,-0.31,0.19
royal-randwick,2,2022-09-17,Essential Sky,-1.51,0.72,6.71,-3.34,-2.86,-0.6,0.31,5.82,-2.21,-1.52,-0.45,-0.29,4.31,-1.4,-0.41,-0.02,0.15,2.82,-0.86,-0.12
royal-randwick,3,2022-09-17,Blaze A Trail,-2.58,0.14,-0.36,-1.12,-2.68,-2.04,0.33,-0.09,-0.4,-1.64,-1.54,0.38,0.14,0.1,-1.31,-0.5,0.47,0.22,0.53,-0.42
royal-randwick,3,2022-09-17,Kiss The Bride,-1.8,-1.15,-2.31,-0.94,-3.93,-1.39,-0.73,-2.02,-0.67,-3.6,-0.58,-0.09,-1.32,0.28,-2.49,0.04,0.5,-0.14,0.83,-1.05
royal-randwick,3,2022-09-17,Turn On The Charm,-2.19,-1.91,-1.43,-2.63,0,-2.51,-1.91,-1.4,-0.98,0,-2.03,-0.36,-0.14,-0.33,0,-0.88,0.2,0.82,0.26,0
royal-randwick,3,2022-09-17,Giannis,0,0,-2.19,-3.07,0.71,0,0,-1.55,-2.48,1.02,0,0,-1.09,-1.85,0.9,0,0,-0.3,-0.62,0.29
royal-randwick,3,2022-09-17,Kaapfever,1.8,-6.12,0.2,52.52,-4.52,2.23,-5.2,0.37,40.08,-4.36,2.4,-1.92,0.12,27.12,-2.01,2.64,-0.5,0.77,14.16,-0.43
royal-randwick,3,2022-09-17,Grace And Harmony,-1.63,-3.03,0.58,0,-2.48,-1.95,-3.04,1.19,0,-2.32,-1.67,-2.48,1.44,0,-1.85,-0.84,-1.37,1.05,0,-0.87
royal-randwick,3,2022-09-17,Caboche,-2.9,0,0,-2.21,-1.28,-2.45,0,-3.31,-1.06,-0.95,-2.48,0,-2.38,-0.71,-0.89,-0.75,0,-0.86,0.17,0
royal-randwick,3,2022-09-17,Bazooka,-0.41,-1.23,-1.95,-1.29,-0.81,-0.65,-1.45,-1.11,-1.33,-0.84,-0.68,-1.45,-0.51,-0.93,-0.52,-0.15,-0.58,0.1,-0.31,0.05
royal-randwick,1,2022-09-17,Shalstar,-1.62,0.7,-1.22,-1.88,0,-1.48,-0.28,-1.04,-1.44,0,-1.32,-0.76,-0.54,-0.82,0,-0.57,-0.39,-0.22,-0.49,0
royal-randwick,1,2022-09-17,Limited Reality,-0.47,-2.09,-1.03,0,0,-0.51,-1.33,-0.99,0,0,-0.82,-1.32,-1.27,0,0,-0.71,-0.04,-1.02,0,0
royal-randwick,1,2022-09-17,Prince Nicconi,-0.74,-1.1,-1.18,-1.32,-1.12,-0.65,-1.45,-1.12,-1.22,-1.5,-0.57,-1.14,-0.78,-0.66,-1.11,0.14,-0.26,-0.15,-0.09,-0.74
royal-randwick,1,2022-09-17,Proverbial,0,-0.45,-1.27,-1.35,1.94,0,-0.43,-1.41,-0.58,1.74,0,-0.33,-1.24,-0.51,1.4,0,-0.06,-0.46,0.35,0.94
royal-randwick,1,2022-09-17,Zoom Outcome,-1,-0.63,0.05,-0.54,-0.59,-0.96,-0.5,0.56,-0.43,-0.45,-0.56,0.54,0.66,0.21,-0.07,-0.3,0.01,0.55,-0.23,-0.09
royal-randwick,1,2022-09-17,Casino Lord,0,-0.26,0,-2.13,-2,-1.81,-0.44,-1.66,-1.7,-0.93,-1.31,-0.54,-1.22,-1.19,-0.78,-0.36,-0.42,-0.33,-0.29,-0.51
royal-randwick,1,2022-09-17,Polylithic,0,0,0,-0.84,0,0,-1.21,2.15,-0.71,0.84,0,-0.55,1.9,-0.27,0.66,0,0.13,1.49,0.62,0.57
royal-randwick,1,2022-09-17,Very Sharp,0.01,-0.23,0,-1.81,-0.88,0.72,-0.27,-3.63,-1.46,-1.02,0.94,-0.37,-2.69,-1.11,-0.93,0.35,-0.37,-1.1,-0.31,-1.02
royal-randwick,1,2022-09-17,Salire,-0.58,-1.12,-1.44,-0.38,-1.88,-0.45,-0.89,-1.28,-0.5,-1.54,-0.29,-0.42,-0.26,-0.83,-0.83,0.14,-0.03,-0.32,-0.46,-0.75
royal-randwick,1,2022-09-17,Custo,-1.82,-0.24,0,0,0,-1.3,0.37,-0.42,0,0,-1.04,0.62,0.05,0,0,-0.7,0.47,0.44,0,0
royal-randwick,1,2022-09-17,Princess Spice,0.3,-1.32,0.65,0.08,-1.37,0.91,-0.59,0,0.34,-0.92,1.18,-0.02,-0.28,-0.03,-0.41,0.93,0.5,0.32,-0.26,0.06
royal-randwick,1,2022-09-17,Robarge,-0.72,-0.19,0,-1.6,0,-0.29,-0.43,-2.16,-0.94,0,0.12,0.93,-1.47,-1.11,0,0.01,0.07,-0.53,-0.51,0
royal-randwick,1,2022-09-17,Hurn Court,-0.89,-1.53,-2,0,0,-0.87,-1.73,-1.13,-0.61,0,-0.61,-1.2,-1.27,-0.83,0,-0.06,-0.34,-0.35,0.12,0
royal-randwick,1,2022-09-17,Feel The Knight,-1.28,-1.81,-1.9,-1.75,-2.7,-0.96,-1.77,-1.92,-1.42,-2.18,-0.59,-1.14,-1.73,-1.08,-1.62,0.38,-0.39,-0.77,-0.39,-0.62
royal-randwick,3,2022-10-01,Hosier,-0.29,-1.67,-1.19,2.48,0,-1.6,-1.49,-1.06,2.26,0,-1.77,-0.83,-0.96,2.94,0,-0.8,-0.19,0.11,2.36,0
royal-randwick,3,2022-10-01,Paternal,-0.29,0,0,-0.41,10.11,0.44,0,0,-0.44,12.64,0.98,0,0,0.22,12.15,1.1,0,0,0.82,11.31
royal-randwick,3,2022-10-01,Wonderful Riri,-0.96,-2.51,-2.63,0,-2.83,-1.26,-0.95,-2.12,0,-2.62,-0.89,-0.9,-1.72,0,-1.99,-0.34,-0.35,-0.69,0,-0.78
royal-randwick,3,2022-10-01,Kaapfever,-0.77,1.8,-6.12,0.2,52.52,-0.16,2.23,-5.2,0.37,40.08,0.28,2.4,-1.92,0.12,27.12,0.69,2.64,-0.5,0.77,14.16
royal-randwick,3,2022-10-01,Casino Kid,-2.76,-2.63,-2.83,-1.13,0,-1.95,-2.61,-2.73,-1.69,0,-1.34,-1.93,-2.21,-1.79,0,0.34,-0.9,-0.91,-0.85,0
royal-randwick,3,2022-10-01,O'mudgee,-1.59,-2.47,-2.35,-1.2,-2.37,-1.58,-2.5,-2.24,-1.08,-2.07,-0.98,-2.03,-1.76,-1.12,-1.15,-0.24,-0.76,-0.75,0.25,-0.22
royal-randwick,3,2022-10-01,Kalino,-0.67,-2.62,-2.15,-1.68,-3.29,-0.67,-2.27,-1.37,-1.63,-2.97,-0.58,-2.48,-0.95,-1.57,-1.83,-0.03,-0.79,-0.2,-0.57,-0.62
royal-randwick,3,2022-10-01,Tamerlane,-1.15,-2.16,-3.63,-2.64,-1.99,-1.02,-1.76,-2.84,-2.35,-1.55,-0.66,-1.58,-1.51,-1.83,-1.37,-0.26,-0.77,-0.57,-0.7,-0.64
royal-randwick,3,2022-10-01,Mahagoni,-2.09,-3.14,-1.63,-0.48,-2.75,-2.36,-2.81,-1.42,-0.2,-2.56,-2.16,-2.92,-1.09,0.32,-1.77,-0.57,-1.17,-0.22,0.99,-0.8
royal-randwick,3,2022-10-01,Arnold,-1.89,-2.51,-2.19,-2.75,0,-1.68,-2.58,-2.38,-2.13,0,-1.3,-2.19,-1.59,-1.4,0,-0.32,-0.84,-0.56,-0.67,0
royal-randwick,3,2022-10-08,Kaapfever,-2,-0.77,1.8,-6.12,0.2,-1.62,-0.16,2.23,-5.2,0.37,-0.83,0.28,2.4,-1.92,0.12,-0.06,0.69,2.64,-0.5,0.77
royal-randwick,3,2022-10-08,True Marvel,-2.45,-6.2,-4.88,2.18,-2.33,-2.54,-4.9,-4.64,2.67,-2.1,-1.65,-1.94,-2.04,3.37,-0.97,-0.68,-0.58,-0.5,3.26,-0.16
royal-randwick,3,2022-10-08,Main Stage,-1.4,-1.43,-1.1,-5.96,0,-1.61,-1.38,-0.79,-5.04,0,-1.04,-0.9,-1.12,-1.84,0,-0.23,-0.4,0.17,-0.54,0
royal-randwick,3,2022-10-08,Mamounia,-1.77,-1.16,-2.11,-1.74,-1.83,-1.44,-1.1,-1.94,-1.06,-2.27,-1.18,-0.3,-1.22,-0.58,-1.64,-0.14,0.3,-0.43,-0.15,-0.45
royal-randwick,3,2022-10-08,Pink Ivory,-1.49,-2.31,1.89,-5.12,0,-1.29,-2.71,2.26,-4.71,0,-1.08,-1.79,1.76,-3.1,0,-0.57,-0.88,1.37,-1.06,0
royal-randwick,3,2022-10-08,King Frankel,-5.65,0,0,0,0,-4.21,0,0,0,0,-2.74,0,0,0,0,-1.09,0,0,0,0
royal-randwick,3,2022-10-08,Navajo Peak,-1.25,-1.31,-1.45,-1.8,-2.1,-1.52,-0.76,-1.22,-0.84,-2.03,-1.32,-0.37,-0.95,-0.98,-2.06,-0.31,0.34,-0.28,-0.57,-1.1
royal-randwick,3,2022-10-08,Pale King,0,0,0,0,-2.83,0,0,0,0,-2.18,0,0,0,0,-1.62,0,0,0,0,-0.88
royal-randwick,3,2022-10-08,Bacio Del Mist,-0.81,-0.91,-1.44,0,3.79,0.03,-0.12,-1.58,0,3.26,-0.75,0.23,-1.17,0,2.43,-0.16,0.74,-0.63,0,1.46
royal-randwick,2,2022-10-08,Mayrose,-1.99,-2.25,-1.53,-0.03,-0.6,-1.27,-1.53,-1.39,-0.4,-0.51,-1.27,-1.15,-1,0.5,0.33,-0.75,-0.62,-0.47,0.2,1.25
royal-randwick,2,2022-10-08,Black Duke,-1.63,-2.94,-1.07,-1.02,-1.97,-1.01,-2.65,-0.89,-1.15,-1.26,-0.67,-1.49,-0.84,-1.25,-0.57,-0.44,-0.54,-0.21,-0.31,0.19
royal-randwick,2,2022-10-08,So Good So Cool,-1.19,-0.6,-1.4,0,-1.27,-2.09,-1.45,-1.06,0,-0.87,-2.2,-0.99,-0.96,0,-0.88,-0.94,-0.26,-0.43,0,-0.44
royal-randwick,2,2022-10-08,Holy Tycoon,-0.42,0,-1.18,0,-1.13,-0.43,0,-1.18,0,-1.44,-1.14,0,-1.34,0,-1.51,-0.43,0,-0.58,0,-1.13
royal-randwick,2,2022-10-08,Either Oar,-1.15,-0.31,-1.2,-0.9,0.2,-0.55,-0.89,-0.67,-1.29,0.01,-0.83,-0.39,-0.23,-1.06,0.22,-0.17,0.42,-0.15,-0.58,0.13
royal-randwick,2,2022-10-08,Eye See Things,-2.12,-1.74,-1.32,-1.52,0.6,-1.99,-1.47,-1.02,-1.61,0.98,-1.87,-1.26,-0.96,-0.92,0.96,-0.72,-0.7,-0.15,0.06,1.25
royal-randwick,2,2022-10-08,Kote,-0.99,0,0,-1.32,4.86,-0.45,0,0,-1.38,4.4,-0.65,0,0,-1.28,4.47,-0.25,0,0,-0.44,3.8
royal-randwick,1,2022-10-08,James Barrie,-0.5,0,-2.19,0,0,-0.77,0,-3.42,0,0,-1.32,0,-2.15,0,0,-0.63,0,-0.92,0,0
royal-randwick,1,2022-10-08,Jalmari,-1.64,-1.14,-0.76,-1.06,-2.21,-1.77,-1.68,-0.85,-0.81,-2.2,-1.86,-1.38,-0.81,-0.26,-1.47,-0.87,-0.72,-0.04,0.01,-0.12
royal-randwick,1,2022-10-08,Cabinho,0.12,0,-1.43,0.06,1.3,0.34,0,-2.1,1.51,1.58,0.94,0,-1.19,2.09,2.27,1.49,0,-0.32,2.42,2.85
royal-randwick,1,2022-10-08,If You Think So,2.26,-0.8,-1.09,0,-0.26,1.79,-1.42,-0.71,0,-0.82,1.52,-0.94,-0.22,0,-0.39,1.73,-0.36,-0.65,0,0.07
royal-randwick,1,2022-10-08,Stella Glow,0,-0.98,-4.23,-1.98,0,0,-1.28,-2.8,-1.51,-2.2,0,-0.31,-1.42,-1.04,-1.8,0,0.03,-0.91,-0.05,-0.57
royal-randwick,1,2022-10-08,Enjolras,1,-1.1,-2.72,-1.3,-1.6,1.3,-1.09,-0.88,-1.9,-0.38,2.38,-0.1,0.44,-1.17,-0.22,1.52,-0.07,0.54,-0.49,-0.17
royal-randwick,1,2022-10-08,King Of Spades,-1.02,-1.45,2.07,-1.09,0,-1.29,-1.3,2.04,-1.37,0,-1.38,-1.21,2.23,-0.74,0,-0.55,-0.38,1.59,-0.36,0
royal-randwick,1,2022-10-08,Socrates,-3.25,-1.11,-0.47,0,0,-3.13,-0.9,-0.27,0,0,-1.36,-0.79,0.29,0,0,-0.76,-0.32,0.54,0,0
royal-randwick,1,2022-10-08,Zoffany's Gaze,0,-1.51,-0.81,-1.39,0,0,-0.92,-0.19,0.34,0,0,-1.34,0.24,-0.06,0,0,-0.92,-0.63,-0.32,0
royal-randwick,1,2022-10-08,Almahero,-1.42,-1.52,0,0,-2.45,-1.49,-2.15,0,0,-2.06,-0.62,-1.29,0,0,-1.66,-0.47,-0.46,0,0,-0.66
royal-randwick,1,2022-10-08,Still In Fashion,-0.36,0,0,-1.54,-0.51,-0.38,0,-1.37,0.26,-0.42,-0.51,0,-0.48,0.02,-0.39,0.21,0,0.26,-0.53,0.19
royal-randwick,1,2022-10-08,Gold Lunar,0,-1.63,-2.66,0,0,-1.77,-1.19,-0.94,-0.05,-2.4,-1.25,-0.54,-0.55,0.11,-1.81,-0.23,0.2,0.12,0.62,-0.52
royal-randwick,1,2022-10-08,Danzadel,-1.06,-0.64,-2.04,-2.03,-3.07,-1.7,-0.47,-1.49,-1.83,-2.86,-1.46,-0.35,-1.3,-1.61,-2.22,-0.6,0.16,-0.32,-0.98,-0.88
royal-randwick,1,2022-10-08,Ribeauville,-0.98,-0.94,0,-1.89,-0.27,-1.21,-1.62,0,-2.28,-0.39,-1.3,-0.98,0,-2.4,0.14,-0.47,-0.44,0,-1.2,0.48
royal-randwick,1,2022-10-08,Eezee Boomer,0,-0.71,0,-0.05,0,0,-0.49,-0.39,-0.28,0,0,-0.48,-0.69,-0.26,0,0,-0.35,-0.07,-0.35,0
royal-randwick,2,2022-10-15,Kirwan's Lane,-2.34,-2.38,0.03,0,-2.41,-2.33,-2.28,-0.07,-3.55,-1.49,-2.14,-1.22,-0.45,-3.19,-1.19,-1.11,-0.4,0.2,-1.13,0.22
royal-randwick,2,2022-10-15,Wild Chap,-1.28,-1.63,0,0.79,-1.63,-1.3,-1.4,0,1.23,-1.94,-1.17,-0.63,0,0.33,0.48,-0.19,0.03,0,0.47,0.67
royal-randwick,2,2022-10-15,Steely,-1.99,0.09,-2.63,-0.67,-2.77,-2.12,0.75,-1.98,-1.29,-2.41,-1.93,1.38,-1.59,-1.19,-1.53,-0.57,1.17,-0.53,-0.53,-0.42
royal-randwick,2,2022-10-15,Five Kingdom,-1.57,-0.24,-0.39,0,-1.01,-1.41,-0.18,-0.23,0,-0.45,-1.18,0.43,-0.35,0,0,-0.45,0.56,-0.18,0,0.51
royal-randwick,2,2022-10-15,Tampering,-1.52,-1.43,-1.66,-1.7,0.15,-1.26,-1.42,-1.27,-1.67,0.22,-0.46,-0.94,-1.68,-0.88,0.14,0.53,-0.32,-0.27,-0.22,0.97
royal-randwick,2,2022-10-15,Cisco Bay,-3.89,-1.5,-1.47,-0.39,-2.7,-3.4,-0.63,-1.23,0.2,-2.22,-2.7,0.1,-0.82,0.46,-1.2,-1.31,1.48,-0.35,0.92,0.16
royal-randwick,2,2022-10-15,Kozluca,-1.92,-1.41,-1.87,-1.7,-3.02,-1.66,-1.78,-2.9,-1.33,-2.37,-0.86,-1.44,-1.46,-0.7,-1.61,0.17,-0.65,-1.03,-0.55,-0.52
royal-randwick,2,2022-10-15,Wicklow,-2.95,-2.02,-1.89,-3.51,-2.54,-2.92,-1.57,-2.05,-4.47,-2.61,-2.03,-0.7,-1.55,-3.27,-1.78,-0.9,-0.02,-0.57,-1.6,-0.91
royal-randwick,2,2022-10-15,Solar Apex,-2.15,-3.75,-2.49,-2.64,-2.34,-1.83,-4.67,-2.13,-3.38,-2.07,-1.56,-3.47,-1.68,-2.56,-1.2,-0.63,-1.48,-0.46,-1,-0.28
royal-randwick,2,2022-10-15,Prince Of Helena,-1.57,-2.2,-1.81,0.91,-2.06,-1.73,-1.63,-1.79,0,-2.58,-1.1,-0.78,-1.1,-0.09,-1.65,-0.23,0.64,-0.24,0.21,-0.97
royal-randwick,2,2022-10-15,Dream Runner,-1.93,-1.29,-1,-0.32,0,-2.05,-0.68,-0.88,-0.06,0,-1.64,0.07,-0.38,0.63,0,-0.22,0.67,-0.11,0.75,0
royal-randwick,2,2022-10-15,Two Big Fari,-1.57,-2.02,-1.86,-2.19,0.75,-1.46,-1.45,-1.51,-1.43,0.48,-1.3,-0.7,-1.98,-0.95,0.16,-0.73,0.58,-0.55,-0.4,0.53
royal-randwick,2,2022-10-15,Casino Mondial,-2.01,0.25,-2.67,-3.01,-1.24,-2.06,0.16,-2.54,-2.73,-1.22,-1.86,0.32,-1.66,-2.04,-0.87,-0.97,0.46,-0.79,-0.41,-0.37
royal-randwick,2,2022-10-15,Blesk,-0.3,-0.31,-3.32,-0.35,-2.84,0.27,-1.38,-2.92,-0.85,-2.07,0.78,-1.47,-2.37,-0.91,-1.39,1.72,-0.8,-1.09,-0.48,-0.48
royal-randwick,2,2022-10-15,The Guru,-1.55,-0.68,-2.2,-2.52,0,-0.75,-0.37,-2.24,-1.47,0,-0.91,0.15,-1.89,-0.69,0,-0.39,1.25,-0.75,-0.24,0
royal-randwick,1,2022-10-15,Wingardium,-2.66,-1.2,1.62,-1.97,0.24,-2.05,-0.97,1.91,-1.89,-0.15,-1.63,-1.14,1.99,-1.42,-0.46,-0.76,-0.38,2.02,-0.43,-0.07
royal-randwick,1,2022-10-15,Wild Botanica,-1.15,-2.1,-0.57,-0.6,-0.09,-0.63,-1.66,-0.18,-0.81,0.22,-0.47,-1.4,0.22,-1.14,0.57,-0.15,-0.48,0.2,-0.41,1.06
royal-randwick,1,2022-10-15,Lady Harlem,-0.04,0.08,4.59,0,1.32,0.05,-0.56,3.15,-2.41,1.79,-0.27,-0.5,2.33,-2.03,1.33,0.14,-0.58,1.58,-0.34,0.87
royal-randwick,1,2022-10-15,Amati,-1.46,-2.15,-1.03,0.54,0,-0.88,-1.98,-0.83,0.13,0,-0.78,-1.66,-0.51,0.18,0,-0.1,-0.67,0.38,0.42,0
royal-randwick,1,2022-10-15,A Lot More Love,-0.93,-3.02,-2.81,-1.3,-1.46,-1,-3.27,-2.56,-2.21,-1.34,-0.42,-2.49,-1.98,-1.89,-1.37,0.22,-1.27,-1.03,-0.22,-0.44
royal-randwick,1,2022-10-15,Lonrioli,-0.52,-1.74,-1.35,0,0,-0.91,-1.42,-1.33,0,0,-0.75,-0.7,-1.23,0,0,-0.03,-0.52,-0.51,0,0
royal-randwick,1,2022-10-15,Razeta,-0.41,-1.48,0,0,0,-1.18,-1.73,0,0,0,-1.16,-1.43,0,0,0,-0.47,-0.66,0,0,0
royal-randwick,1,2022-10-15,Thinking Rain,0,-0.35,-1.82,0,0,0,-1.09,-2.24,0,0,0,-0.47,-1.85,0,0,0,0.14,-0.99,0,0
royal-randwick,1,2022-10-15,Orzala,-2.48,0,0,0,0,-3.7,0,0,0,0,-3.05,0,0,0,0,-1.35,0,0,0,0
royal-randwick,1,2022-10-15,Parisal,-0.95,0,0,0,0,-0.82,0,0,0,0,-1.08,0,0,0,0,-0.26,0,0,0,0
royal-randwick,1,2022-10-15,Yankee Hussel,-0.18,-1.62,0.56,4.59,0,-0.65,-1.62,-0.31,3.66,0,-0.8,-1.58,-0.34,3.22,0,-0.07,-0.92,-0.1,2.73,0
royal-randwick,1,2022-10-15,Call Di,-1.89,0,0,0,0,-1.78,0,0,0,0,-1.64,0,0,0,0,-0.77,0,0,0,0
royal-randwick,1,2022-10-15,Fun Sunday,-1.76,-2.26,0,8.03,0,-3.06,-1.86,0,7.1,0,-2.57,-1.02,0,5.98,0,-1.23,-0.72,0,3.94,0
royal-randwick,1,2022-10-15,Ningaloo Star,-0.64,0.03,-1.67,-0.67,0,-0.95,0.28,-1.18,0,0,-0.5,0.46,-0.88,0.17,0,-0.07,0.9,-0.31,0.18,0
royal-randwick,1,2022-10-15,Vienna Princess,-2.55,-2.09,-0.44,5.01,0,-2.52,-1.79,-1,3.67,0,-2.08,-1.31,-0.74,2.81,0,-1.07,-0.87,-0.62,1.82,0
royal-randwick,3,2022-10-15,Cascadian,-1.65,-2.74,-2.47,-2.4,-3.39,-1.13,-2.65,-2.18,-1.88,-3.55,-0.93,-1.16,-1.71,-1.22,-2.69,0,-0.35,-0.8,-0.23,-0.93
royal-randwick,3,2022-10-15,Just Folk,-2.38,-1.81,-1.03,-2.61,-1.61,-1.08,-1.11,-1.1,-1.7,-1.83,-0.46,-1,-1.07,-0.79,-0.71,0.14,-0.32,-0.4,-0.01,-0.05
royal-randwick,3,2022-10-15,Surf Dancer,-2.34,-3.11,-1.68,-2.04,-1.76,-2.45,-4.11,-1.5,-2.84,-1.93,-2.06,-3.19,-0.66,-2.26,-1.18,-1.11,-1.24,-0.01,-0.78,-0.34
royal-randwick,3,2022-10-15,Warning,-1.47,0,0.25,0,-2.75,-1.77,0,0.17,0,-2.64,-1.22,0,0.02,0,-2.1,-0.19,0,0.17,0,-1.01
royal-randwick,3,2022-10-15,Zeyrek,-2.91,-1.63,-4.6,-3.05,-3.25,-2.68,-1.38,-4.56,-2.36,-2.98,-1,-0.83,-1.77,-1.1,-1.85,-0.01,-0.24,-0.35,-0.13,-0.56
royal-randwick,3,2022-10-15,Laure Me In,-2.23,-2.13,-2.69,0.88,-1.42,-2.41,-2.45,-2.19,1.05,-1.07,-1.74,-1.89,-1.41,1.11,-0.65,-0.39,-0.82,-0.23,0.74,0.16
royal-randwick,3,2022-10-15,Esti Feny,-2.38,-0.9,-1.36,0,-1.96,-1.12,-0.8,-1.43,0,-1.24,-0.66,0.3,-0.72,0,-0.88,0.1,0.56,0.06,0,-0.41
royal-randwick,3,2022-10-15,Hezashocka,-3.26,-3.99,-4.08,-1.18,-1.23,-3.06,-3.8,-3.15,-0.02,-0.35,-1.54,-2.14,-1.38,0.37,-0.08,-0.56,-0.61,-0.31,0.51,0.82
royal-randwick,3,2022-10-15,Pinarello,-1.92,0,0,0,0,-1.89,0,0,0,0,-1.7,0,0,0,0,-0.75,0,0,0,0
royal-randwick,3,2022-10-15,Promitto,-1.57,-1.78,-2.12,-0.35,0,-1.31,-1.43,-1.43,-0.43,-1.23,-1.18,-1.04,-1.35,-0.01,-1,-0.41,-0.62,-0.76,0.45,-0.7
royal-randwick,3,2022-10-22,Astero,0,-1.57,-1.04,0,-1.49,-2.36,-1.33,-0.87,0,-1.61,-1.8,-1.03,-0.31,0,-1.74,-0.25,-0.2,0.57,0,-0.88
