race_course,race_no,date,horse_name,r1_l8,r2_l8,r3_l8,r4_l8,r5_l8,r1_l6,r2_l6,r3_l6,r4_l6,r5_l6,r1_l4,r2_l4,r3_l4,r4_l4,r5_l4,r1_l2,r2_l2,r3_l2,r4_l2,r5_l2
flemington,3,2022-05-14,Flash Feeling,-2.47,-1.48,0,-1.7,-0.34,-3,-1.82,0,-1.66,-0.59,-1.85,-1.27,0,-1.26,-0.03,-0.57,-0.71,0,-0.69,0.5
flemington,3,2022-05-14,Playing It Safe,0,-1.81,-1.45,-0.81,-2.9,0.16,-2.23,-0.85,-1.3,-2.15,-0.19,-2.09,-0.58,-1.17,-1.75,-0.21,-1.49,0.33,-0.56,-0.38
flemington,3,2022-05-14,Not A Brass Razoo,-1.12,0,0,0,0,-1.26,0,0,0,0,-0.58,0,0,0,0,-0.29,0,0,0,0
flemington,1,2022-05-14,Nothing Silly,-1.18,-0.52,-0.54,0,0,-0.77,-0.38,-0.68,0,0,0,-0.44,-0.03,0,0,0.34,0.02,0.32,0,0
flemington,1,2022-05-14,Gold Bucket,-0.07,-1.63,0,0,0,-0.04,-2.24,0,0,0,-0.3,-1.3,0,0,0,-0.18,-0.29,0,0,0
flemington,1,2022-05-14,Atlantic Ocean,-1.49,0,0,0,0,-1.74,0,0,0,0,-1.54,0,0,0,0,-0.52,0,0,0,0
flemington,1,2022-05-14,Aurolaa,50.44,0,0,0,0,1.62,0,0,0,0,1.34,0,0,0,0,1.71,0,0,0,0
flemington,1,2022-05-14,Royal Signal,0.02,0,0,0,0,-0.14,0,0,0,0,-0.75,0,0,0,0,-0.14,0,0,0,0
flemington,1,2022-05-14,Impel,-0.34,0.3,-0.16,0,0,-0.6,-0.39,-0.3,0,0,-0.99,0.12,-0.22,0,0,-0.46,0.22,0.04,0,0
flemington,2,2022-05-21,Brosnan,-0.8,-1.55,-0.19,0,0,-1.1,-2.23,-0.25,0,0,-0.91,-1.27,0.13,0,0,0.16,-0.45,0.65,0,0
flemington,2,2022-05-21,Lethal Thoughts,-2.05,0,0,0,0,-1.7,0,0,0,0,-1.44,0,0,0,0,-0.78,0,0,0,0
flemington,2,2022-05-21,Amabutho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flemington,2,2022-05-21,Tuscante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flemington,2,2022-05-21,Kemsley Road,0,0,0,0,0,3.68,0,0,0,0,1.85,0,0,0,0,1.14,0,0,0,0
flemington,2,2022-05-21,Adrett,0,-0.74,0,0,0,0,-0.94,0,0,0,0,-1.35,0,0,0,0,-0.62,0,0,0
flemington,2,2022-05-21,Luna Diva,0,0.15,-0.67,0,0,0,-0.09,-0.53,0,0,0,-0.66,-0.36,0,0,0,-0.21,-0.43,0,0
flemington,2,2022-05-21,Far From Discreet,-0.64,0,0,0,0,-0.94,0,0,0,0,-1.21,0,0,0,0,-0.33,0,0,0,0
flemington,2,2022-05-21,Zoe's Promise,-0.46,-0.55,0.32,0,0,-1.31,-1.14,-0.54,0,0,-0.44,-0.3,-0.31,0,0,-0.13,0.51,0.14,0,0
flemington,2,2022-05-21,Anphina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flemington,2,2022-05-21,Star Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flemington,1,2022-05-21,Taramansour,-1.73,-1.98,-2.16,-1.85,-2.81,-1.28,-1.36,-1.57,-1.13,-2.22,-0.23,-0.73,-0.09,-0.34,-1.59,0.7,-0.07,0.01,-0.23,-0.54
flemington,1,2022-05-21,Royal Crown,-2.04,0,0,-1.82,-2.16,-1.3,0,0,-1.07,-2.14,-0.8,0,0,-0.48,-1.31,-0.11,0,0,-0.31,-0.47
flemington,1,2022-05-21,Accountability,-2.16,0,0,-2.51,0,-1.88,0,0,-1.42,0,-0.96,0,0,-0.92,0,-0.39,0,0,-0.2,0
flemington,1,2022-05-21,Eureka Street,-3.04,-1.36,-1.23,-2.67,-0.69,-2.57,-0.64,-0.2,-1.88,-0.28,-1.88,0.1,0.43,-0.64,0.33,-0.48,0.41,0.92,-0.12,0.34
flemington,1,2022-05-21,Brawl,0,-0.15,1.03,-1.35,0,0,0.03,1.29,-1.47,0,0,0.28,1.01,-1.16,0,0,0.38,0.93,-0.27,0
flemington,1,2022-05-21,Pesto,0,-0.89,0,-1.29,-1.19,0,-0.62,0,-0.3,-0.57,0,-0.24,0,0.26,0.26,0,-0.26,0,0.25,0.54
flemington,1,2022-05-21,Reflect The Stars,-2.16,0,-1.36,-1.5,-3.03,-1.38,0,-0.85,-0.95,-2.59,-0.84,0,-0.42,-0.48,-1.79,-0.03,0,-0.31,-0.31,-0.68
flemington,1,2022-05-21,Young Hostess,0,-1.78,0,0,-1.59,0,-1.63,0,0,-1.37,0,0.27,0,0,0.44,0,-0.01,0,0,0.61
flemington,1,2022-05-21,Algiers,-1.35,-2.47,0,0,0.74,-1.05,-1.57,0,0,1.09,-0.8,-0.65,0,0,1.3,-0.62,0.09,0,0,0.76
flemington,1,2022-05-21,Kaituku,0,0,0,0.83,49.52,0,2.31,0,0.16,-0.86,0,1.9,0,-0.1,-0.58,0,1.26,0,0.16,-0.86
flemington,1,2022-05-21,Monreal,7.89,-0.33,-1.8,-1.68,0,7.06,-0.21,-1.35,-1.39,0,4.64,-0.3,-0.89,-1.04,0,2.24,0.06,-0.14,-0.42,0
flemington,3,2022-05-21,Blushing Tycoon,-0.72,-0.15,0.82,-0.86,-0.94,-0.24,0.22,0.65,-1.09,-1.32,0.36,-0.03,0.91,-0.38,-1.23,0.41,0.19,1.16,-0.18,-0.68
flemington,3,2022-05-21,Flash Feeling,-2.71,-2.47,-1.48,0,-1.7,-2.57,-3,-1.82,0,-1.66,-2.04,-1.85,-1.27,0,-1.26,-0.54,-0.57,-0.71,0,-0.69
flemington,3,2022-05-21,Natural Mystic,-2.11,0,0,0,0,-2.12,0,0,0,0,-1.31,0,0,0,0,-0.55,0,0,0,0
flemington,3,2022-05-21,Secret Glamour,1.73,-1.39,-1.43,0,-1.67,2.32,-1.19,-1.79,0,-1.54,1.9,-0.88,-1.27,0,-0.91,1.41,-0.13,0.04,0,-0.25
flemington,3,2022-05-21,Power Of Song,0,-0.55,-0.3,-0.86,0.64,0,-0.14,-0.65,-0.83,0.4,0,0.25,-0.23,-0.52,0.42,0,0.29,0.11,-0.16,0.13
flemington,3,2022-05-21,Audrey Girl,1.19,0,0,-0.98,-0.15,-0.22,0,0,-0.83,0.22,-0.74,0,0,-0.51,0.8,0.11,0,0,0.02,0.86
flemington,3,2022-05-21,Villaden,-1.66,-1.95,-1.49,0,2.06,-0.98,-1.46,-1.36,0,1.79,-0.18,-0.67,-0.87,0,1.94,0.15,-0.05,-0.34,0,1
flemington,3,2022-05-21,Hard Questions,0,-1.88,0,0,-1.46,0,-2.03,0.49,0,-1.88,0,-1.25,0.56,0,-1.91,0,-0.55,0.74,0,-0.94
flemington,3,2022-05-21,Sunday's Best,1.33,0.86,0.34,-0.07,-0.37,1.02,-0.01,-0.38,-0.06,-0.64,0.49,0.29,-0.07,-0.11,-0.56,0.63,0.37,0.04,0,-0.06
flemington,3,2022-05-21,Turfie,0,-0.72,-0.75,0.3,-1.7,3.06,-0.42,-0.81,0.33,-1.05,1.92,-0.25,-0.75,1.13,-1.2,1.06,0.17,-0.49,0.82,-0.83
flemington,3,2022-05-21,Bring The Stars,0,-2.12,0.29,-2.18,-1.09,0,-2.23,-0.25,-2.73,-0.67,0,-1.57,0.31,-1.78,-0.24,0,-0.59,0.96,-0.71,-0.14
